,ratio,vsense,Current [mA],Voltage [mV],Power [mW]
310,183.3078,-0.005704338,-0.0005538192233009708,-1.0456496492363998,0.0005791008765850355
311,223.0093,-0.004683116,-0.0004546714563106796,-1.0443784209788,0.000474849057605879
312,200.6918,-0.005211706,-0.0005059908737864077,-1.0459466582108,0.0005292394635220557
313,206.3418,-0.005068483,-0.0004920857281553398,-1.0458399054894,0.0005146428914266632
314,193.9416,-0.005396196,-0.0005239025242718446,-1.0465468861536,0.0005482885554247099
315,166.4405,-0.006298167,-0.0006114725242718446,-1.0482700645635,0.0006409883424972529
316,153.9106,-0.006812495,-0.000661407281553398,-1.048515192947,0.0006934955834345119
317,192.7012,-0.005430029,-0.000527187281553398,-1.0463731043348001,0.0005516345923648534
318,183.9565,-0.0056834,-0.0005517864077669903,-1.0454983721,0.0005768917910672951
319,208.1644,-0.005020995,-0.0004874752427184466,-1.045192411578,0.0005095054245214641
320,193.1696,-0.005423657,-0.000526568640776699,-1.0476856532272,0.0005516784103810948
321,186.4068,-0.005649567,-0.0005485016504854368,-1.0531177058556,0.0005776367998172335
322,207.9534,-0.005071972,-0.0004924244660194175,-1.0547338221048,0.0005193767391425754
323,189.4284,-0.005582356,-0.0005419763106796116,-1.0574567653104001,0.0005731165163661265
324,200.0564,-0.005298337,-0.0005144016504854368,-1.0599662262068,0.0005452483762195978
325,180.8296,-0.005885339,-0.00057139213592233,-1.0642434972344,0.0006081003650262141
326,166.5486,-0.006380247,-0.0006194414563106797,-1.0626212055042,0.0006582316270441316
327,181.875,-0.005832237,-0.0005662366019417475,-1.060738104375,0.0006006287397714307
328,177.9814,-0.005962412,-0.0005788749514563107,-1.0611984351368,0.000614301192625328
329,183.1258,-0.005761536,-0.000559372427184466,-1.0550858892288,0.0005901859547459945
330,190.9579,-0.005512565,-0.0005352004854368932,-1.0526678360135,0.000563388336838229
331,204.1944,-0.00516088,-0.0005010563106796115,-1.0538227950719998,0.0005280245618088526
332,210.3,-0.005026153,-0.0004879760194174757,-1.0569999759000002,0.0005157906407640498
333,192.7258,-0.005504524,-0.0005344198058252427,-1.0608637915192,0.0005669466214707217
334,163.2195,-0.006501774,-0.0006312401941747573,-1.061216301393,0.000669882384152735
335,188.3692,-0.005617403,-0.0005453789320388349,-1.0581457091876,0.000577090376818209
336,206.5523,-0.005111419,-0.0004962542718446602,-1.0557753507137,0.0005239330278999679
337,212.5016,-0.00497032,-0.00048255533980582526,-1.056200952512,0.0005096754095426644
338,163.338,-0.006475981,-0.0006287360194174756,-1.057773784578,0.0006650604787597301
339,164.6646,-0.006416204,-0.000622932427184466,-1.0565216651784,0.0006581416052625544
340,175.1714,-0.006015514,-0.0005840304854368931,-1.0537460090996,0.0006154197932216281
341,199.6269,-0.005269359,-0.0005115882524271845,-1.0519058021571002,0.0005381426510435665
342,200.0392,-0.005261925,-0.0005108665048543688,-1.05259126746,0.0005377336218475203
343,181.0929,-0.005815548,-0.0005646163106796116,-1.0531544524092,0.0005946281814950891
344,190.1634,-0.005531226,-0.0005370122330097088,-1.0518367423284,0.0005648491977594317
345,198.0632,-0.005313964,-0.0005159188349514563,-1.0525007145248,0.00054300494242321
346,176.117,-0.005972577,-0.0005798618446601941,-1.0518723435089998,0.00060994063745417
347,174.68,-0.006012176,-0.0005837064077669902,-1.0502069036800001,0.0006130124991591464
348,194.5703,-0.005378749,-0.000522208640776699,-1.0465448065547,0.0005465147409428433
349,181.3842,-0.005774584,-0.0005606392233009709,-1.0474182991728,0.0005872237817194625
350,181.4992,-0.005772005,-0.0005603888349514563,-1.0476142898960001,0.0005870713513933167
351,77.31474,-0.01355156,-0.001315685436893204,-1.0477353379944,0.001378490125917611
352,199.3837,-0.005224298,-0.0005072133980582523,-1.0416398651426,0.0005283336955519178
353,368.444,-0.002829563,-0.000274714854368932,-1.042535509972,0.0002863999907963982
354,191.2023,-0.005484649,-0.0005324901941747573,-1.0486775034927,0.0005584104874615276
355,-39.37815,0.02670091,0.0025923213592233007,-1.0514324391165,-0.0027256507697019554
356,76.5401,-0.01275488,-0.0012383378640776698,-0.976259790688,0.0012089394639854909
357,86.76194,-0.01092651,-0.001060826213592233,-0.9480052050294,0.001005668772117067
358,114.6846,-0.008203153,-0.0007964226213592232,-0.9407753205438,0.0007492547468975566
359,-671.0648,0.001413264,0.00013721009708737863,-0.9483917235072,-0.00013012892045928927
360,-162.9467,0.005783535,0.0005615082524271845,-0.9424079425845,-0.000529169836914121
361,66.41789,-0.01426843,-0.0013852844660194174,-0.9476790142127001,0.001312805017161448
362,146.1924,-0.006447914,-0.000626011067961165,-0.9426360226535999,0.000590100583240045
363,246.6062,-0.003775987,-0.00036660067961165045,-0.9311818053194001,0.00034137188267209566
364,119.7396,-0.007839937,-0.0007611589320388348,-0.9387509204051999,0.0007145386480260953
365,110.0286,-0.008654821,-0.0008402738834951455,-0.9522778378805999,0.0008001741970022924
366,157.218,-0.006036906,-0.0005861073786407766,-0.9491102875079999,0.0005562805426523076
367,296.5732,-0.003190806,-0.0003097869902912621,-0.9463075459992,0.0002931537665650023
368,138.4841,-0.006848301,-0.0006648835922330097,-0.9483808005141001,0.0006305628334506323
369,160.7212,-0.005881394,-0.0005710091262135921,-0.9452647013528,0.0005397547711600145
370,150.3073,-0.006299229,-0.0006115756310679611,-0.9468201030717,0.0005790521020439069
371,708.4131,-0.001346508,-0.00013072893203883493,-0.9538839064547999,0.00012470022437986793
372,138.4932,-0.006930229,-0.0006728377669902913,-0.9597895909428,0.0006457826851504787
373,159.6113,-0.005898083,-0.0005726294174757281,-0.9414006951379,0.0005390737316680611
374,198.0472,-0.004741224,-0.0004603130097087378,-0.9389861377727999,0.00043222753515298105
375,91.18948,-0.01031645,-0.0010015970873786407,-0.940751710946,0.0009422541736299865
376,265.3715,-0.003581938,-0.0003477609708737864,-0.950544259967,0.00033056219470462873
377,-4228.338,0.0002234824,2.1697320388349513e-05,-0.9449591242512,-2.050308087277246e-05
378,521.7634,-0.00181881,-0.00017658349514563105,-0.9489884895540001,0.0001675757043384185
379,459.2513,-0.00206596,-0.000200578640776699,-0.948794815748,0.0001903079745187124
380,666.4285,-0.001433139,-0.00013913970873786406,-0.9550846740615,0.00013289020336891495
381,182.6874,-0.005243111,-0.0005090399029126213,-0.9578503165014,0.0004875840321166962
382,406.6911,-0.002366819,-0.00022978825242718446,-0.9625642226109,0.00022118595056269007
383,229.0174,-0.004219766,-0.0004096860194174757,-0.9663998379284,0.00039592050276657985
384,162.9357,-0.005942689,-0.0005769600970873786,-0.9682761920973,0.0005586567257998554
385,82.94396,-0.01178661,-0.0011443310679611649,-0.9776281083756,0.0011187302173263037
386,119.4224,-0.008162947,-0.0007925191262135922,-0.9748387218128,0.0007725783320102553
387,124.4812,-0.007866184,-0.0007637071844660194,-0.9791920237408,0.00074781598350267
388,148.3237,-0.006519525,-0.0006329635922330097,-0.9670000702425,0.0006120758381502655
389,143.1224,-0.006777751,-0.0006580340776699029,-0.9700479897224,0.0006383246342125229
390,29.36315,-0.03289575,-0.00319376213592233,-0.9659228416125001,0.0030849277977645045
391,147.2787,-0.006362951,-0.0006177622330097087,-0.9371271514437,0.0005789217616898876
392,157.9744,-0.005963171,-0.000578948640776699,-0.9420283608223999,0.0005453860390712302
393,169.6868,-0.005531681,-0.0005370564077669903,-0.9386532475108,0.0005041097412469698
394,172.6696,-0.005409699,-0.0005252134951456309,-0.9340905624503999,0.0004905969690871228
395,162.3464,-0.0057981,-0.0005629223300970873,-0.9413006618399998,0.0005298791618849032
396,168.5396,-0.005594341,-0.0005431399029126213,-0.9428679944036,0.0005121092309397893
397,178.2867,-0.005301068,-0.0005146667961165049,-0.9451099201955999,0.000486416694604995
398,213.5365,-0.004448406,-0.0004318840776699029,-0.949897047819,0.00041024541037867245
399,-1813.515,0.0005238863,5.086274757281553e-05,-0.9500756633445,-4.832345863976657e-05
400,226.7849,-0.004220979,-0.00040980378640776696,-0.9572543004170999,0.0003922864368660456
401,512.6698,-0.001868877,-0.00018144436893203882,-0.9581167978146,0.00017384489774265591
402,86.19923,-0.01099221,-0.001067204854368932,-0.9475200379983001,0.0010111979841636207
403,114.7591,-0.008367009,-0.0008123309708737863,-0.9601904225319,0.0007799924181590495
404,330.3617,-0.002922718,-0.00028375902912621356,-0.9655540871006,0.0002739846903245137
405,28.76766,-0.03491028,-0.0033893475728155337,-1.0042870655448,0.0034038779280143026
406,66.61396,-0.01426706,-0.0013851514563106794,-0.9503853641576001,0.001316427671219255
407,188.1031,-0.004977299,-0.0004832329126213592,-0.9362453715269001,0.0004524245778112105
408,162.9756,-0.005745605,-0.0005578257281553398,-0.9363934222379999,0.0005223443425997829
409,148.2672,-0.006311215,-0.0006127393203883495,-0.9357461766480001,0.000573368476335292
410,86.61941,-0.01088767,-0.0010570553398058253,-0.9430835516747,0.0009968915041807845
411,132.5423,-0.007109409,-0.0006902338834951456,-0.9422974205007001,0.0006504056079596564
412,101.7575,-0.009284,-0.0009013592233009708,-0.94471663,0.0008515290478563106
413,401.3786,-0.002345275,-0.00022769660194174756,-0.941343196115,0.00021434064701636956
414,102.4267,-0.009203437,-0.000893537572815534,-0.9426776805679,0.0008423179266420186
415,81.98606,-0.01146451,-0.0011130592233009708,-0.9399300047306,0.0010461977610227195
416,67.99681,-0.01389702,-0.0013492252427184464,-0.9449530285061999,0.0012749544792438085
417,-442.2958,0.002172467,0.0002109191262135922,-0.9608730297386,-0.0002026664998346725
418,120.1442,-0.00798938,-0.0007756679611650486,-0.9598776685960001,0.0007445463541677196
419,161.4556,-0.005835423,-0.0005665459223300971,-0.9421617217188001,0.0005337778816152898
420,148.2445,-0.006367957,-0.0006182482524271844,-0.9440146014864998,0.0005836353776347734
421,245.3299,-0.003848964,-0.0003736858252427184,-0.9442659532236,0.0003528588019789631
422,285.2528,-0.003304899,-0.00032086398058252426,-0.9427316934672,0.00030248864378718985
423,-1377.138,0.0006753021,6.556331067961164e-05,-0.9299841833897998,-6.097284194271038e-05
424,1398.5,-0.0006686264,-6.491518446601942e-05,-0.9350740204,6.0700502523648404e-05
425,704.4188,-0.001365017,-0.00013252592233009707,-0.9615436371196001,0.00012742945736991118
426,228.5377,-0.004182746,-0.0004060918446601942,-0.9559151505242001,0.0003881893468149996
427,104.1005,-0.009106185,-0.000884095631067961,-0.9479584115924999,0.0008380858901230532
428,122.0471,-0.007648771,-0.0007425991262135922,-0.9335103191141001,0.0006932239472855024
429,155.3838,-0.005943295,-0.000577018932038835,-0.9234917616210001,0.0005328722300372118
430,211.819,-0.004358588,-0.0004231638834951456,-0.923231751572,0.000390678333361233
431,185.944,-0.004977299,-0.0004832329126213592,-0.925498885256,0.00044723152195007797
432,123.394,-0.007517837,-0.0007298870873786408,-0.9276559787780001,0.0006770841204396567
433,161.9411,-0.005725427,-0.0005558666990291262,-0.9271819463497,0.0005153895679168081
434,181.7444,-0.00510095,-0.0004952378640776698,-0.9270690971800001,0.00045911971953983697
435,174.9766,-0.005266021,-0.0005112641747572816,-0.9214304501085999,0.0004710943786710038
436,245.7257,-0.003789793,-0.000367941067961165,-0.9312495377801,0.00034264494946915127
437,253.9929,-0.003670239,-0.0003563338834951456,-0.9322146473031,0.0003321796655245711
438,140.0747,-0.00668854,-0.0006493728155339805,-0.936895233938,0.0006083942959226864
439,126.5337,-0.007436667,-0.0007220065048543689,-0.9409889911779,0.0006794001726267942
440,524.0199,-0.001803638,-0.00017511048543689318,-0.9451422043962,0.0001655043102187139
441,208.81,-0.004543231,-0.00044109038834951454,-0.94867206511,0.00041845012961570587
442,224.6271,-0.004240703,-0.00041171873786407766,-0.9525768168513001,0.00039219372475259793
443,178.8362,-0.005330957,-0.000517568640776699,-0.9533680922433999,0.000493433427662291
444,224.5696,-0.004245103,-0.00041214592233009705,-0.9533210826688,0.00039290739689325926
445,105.815,-0.009014547,-0.0008751987378640776,-0.953874290805,0.000834829575393528
446,623.1118,-0.001513247,-0.0001469171844660194,-0.9429220620145999,0.00013853145452207837
447,102.9148,-0.009208899,-0.0008940678640776698,-0.9477319988052,0.0008473367238898259
448,344.3708,-0.00272958,-0.00026500776699029126,-0.9399876482639999,0.000249104027664898
449,194.5045,-0.004912363,-0.00047692844660194173,-0.9554767091335001,0.00045569402265137554
450,88.88802,-0.01079148,-0.001047716504854369,-0.9592332900696,0.0010050045500116784
451,-1026.424,0.0009289765,9.019189320388349e-05,-0.953523775036,-8.600011448541074e-05
452,270.2791,-0.003571469,-0.00034674456310679607,-0.9652934269979001,0.0003347102476142488
453,-60.78809,0.01596283,0.0015497893203883495,-0.9703499466947,-0.0015038379844268502
454,179.523,-0.005804472,-0.0005635409708737864,-1.042036226856,0.0005872301069680873
455,177.8844,-0.005866829,-0.0005695950485436892,-1.0436173565676,0.0005944392788751587
456,175.3905,-0.005955736,-0.0005782267961165048,-1.044579514908,0.0006040038661941856
457,178.6612,-0.005850292,-0.0005679895145631067,-1.0452201890704,0.0005936741078016552
458,174.1995,-0.005964384,-0.0005790664077669902,-1.038992710608,0.0006016457766278625
459,177.5382,-0.005855754,-0.0005685198058252428,-1.0396200248028,0.000591044574632922
460,181.174,-0.005739385,-0.0005572218446601941,-1.03982733799,0.000579414507402887
461,183.2295,-0.005687194,-0.0005521547572815533,-1.0420617130229999,0.0005753793322266142
462,186.6895,-0.005571887,-0.0005409599029126213,-1.0402127980865001,0.0005627134142613393
463,181.391,-0.005732102,-0.0005565147572815534,-1.039751713882,0.0005786371726841204
464,182.3549,-0.005703124,-0.0005537013592233009,-1.0399926067076,0.0005758453199161819
465,187.4905,-0.005566273,-0.000540414854368932,-1.0436233079065,0.0005639895379583143
466,189.2703,-0.005487379,-0.0005327552427184466,-1.0385978695437,0.0005533184600756153
467,205.8491,-0.005062717,-0.0004915259223300971,-1.0421557380047,0.0005122465603343632
468,181.0961,-0.005830113,-0.0005660303883495145,-1.0558107268593,0.0005976209557477527
469,196.1974,-0.00531002,-0.0005155359223300971,-1.041812117948,0.0005370915711209941
470,185.9171,-0.005591459,-0.0005428600970873787,-1.0395478420489,0.0005643290424616408
471,189.7343,-0.005466442,-0.0005307225242718447,-1.0371715463606,0.0005504503011874301
472,187.9053,-0.005503917,-0.0005343608737864077,-1.0342151750601,0.0005526441246282777
473,188.3351,-0.005475394,-0.0005315916504854369,-1.0312088765294,0.0005481820286694969
474,184.3588,-0.005600258,-0.0005437143689320388,-1.0324568445704,0.0005613616216951592
475,180.7866,-0.005717993,-0.0005551449514563107,-1.0337365132938,0.0005738736064911024
476,180.444,-0.005731647,-0.0005564705825242719,-1.034241311268,0.0005755248649519707
477,173.3581,-0.005971364,-0.0005797440776699028,-1.0351843174484001,0.0006001419773374706
478,129.533,-0.007985739,-0.0007753144660194174,-1.034416729887,0.0008019982545738913
479,175.9665,-0.005867588,-0.0005696687378640776,-1.032498923802,0.0005881823587683037
480,177.3385,-0.005808417,-0.0005639239805825242,-1.0300559581545,0.0005808732561452315
481,174.066,-0.005915531,-0.0005743233980582523,-1.029692819046,0.0005913766787906798
482,181.2632,-0.005695386,-0.0005529500970873786,-1.0323638915952,0.0005708457140870698
483,184.1951,-0.005660946,-0.0005496064077669902,-1.0427185145646,0.0005730847771019819
484,183.7069,-0.005683552,-0.0005518011650485436,-1.0441077189088,0.000576139855730053
485,193.4797,-0.005426692,-0.0005268633009708738,-1.0499547401524,0.0005531826202667096
486,187.8942,-0.005631816,-0.0005467782524271844,-1.0581855618672003,0.000578592852261426
487,185.8259,-0.005629995,-0.0005466014563106795,-1.0461988878705,0.0005718538357006286
488,188.5648,-0.005546095,-0.0005384558252427184,-1.045798294456,0.0005631161836787329
489,185.1576,-0.005653815,-0.0005489140776699029,-1.0468468162440001,0.0005746289546002496
490,191.9997,-0.005448994,-0.0005290285436893204,-1.0462052133018,0.0005534724203932261
491,190.7918,-0.005488593,-0.0005328731067961164,-1.0471785379374,0.0005580132808809172
492,187.6181,-0.005581597,-0.0005419026213592232,-1.0472086241057,0.0005674850985128643
493,188.4927,-0.005563694,-0.0005401644660194175,-1.0487157040338,0.0005664789582755951
494,186.4668,-0.005629085,-0.0005465131067961164,-1.049637466878,0.0005736406330331016
495,195.3443,-0.005373893,-0.0005217371844660194,-1.0497593663599,0.0005476984961714468
496,192.6878,-0.005456125,-0.0005297208737864077,-1.0513287227750001,0.0005569107696651211
497,199.41,-0.005276034,-0.0005122363106796116,-1.05209393994,0.0005389207182832425
498,193.0032,-0.005465532,-0.0005306341747572816,-1.0548651657024,0.0005597475066826961
499,194.3499,-0.005432153,-0.000527393495145631,-1.0557383923347,0.0005567895606928268
500,189.6596,-0.005575073,-0.0005412692233009709,-1.0573661151508,0.0005723197358924384
501,184.7567,-0.00572573,-0.0005558961165048543,-1.057866979891,0.0005880641459001258
502,189.4653,-0.005588879,-0.0005426096116504854,-1.0588986363987,0.0005745685778735272
503,207.5812,-0.005101557,-0.0004952967961165047,-1.0589873239284,0.0005245130286697277
504,183.0117,-0.005788238,-0.000561964854368932,-1.0593152763845999,0.0005952979550242567
505,195.1148,-0.005439436,-0.0005281005825242718,-1.0613144672527999,0.0005604807883976407
506,192.1449,-0.005535019,-0.0005373804854368932,-1.0635256722531001,0.0005715179420299691
507,204.5337,-0.005208671,-0.0005056962135922329,-1.0653487517127,0.0005387428298963242
508,205.713,-0.005184548,-0.0005033541747572815,-1.066528922724,0.0005368417857525115
509,180.1379,-0.005924027,-0.0005751482524271845,-1.0671417833233001,0.0006137647317704252
510,198.3549,-0.005379204,-0.0005222528155339806,-1.0669914714996,0.0005572393001414111
511,201.638,-0.005302586,-0.0005148141747572815,-1.069202835868,0.0005504407755955294
512,196.8387,-0.005447326,-0.0005288666019417475,-1.0722445683161999,0.0005670743412958846
513,267.0296,-0.004031482,-0.0003914060194174757,-1.0765250258672001,0.00042135837517797586
514,200.7917,-0.005361149,-0.0005204999029126213,-1.0764742216632999,0.0005603047278636871
515,197.7714,-0.005461587,-0.0005302511650485437,-1.0801457072118001,0.0005727485196712402
516,196.4933,-0.00550862,-0.0005348174757281553,-1.082406922246,0.0005788901378662874
517,190.5612,-0.005699331,-0.0005533331067961165,-1.0860713545572,0.0006009592368194021
518,196.7601,-0.005530316,-0.0005369238834951457,-1.0881455291916,0.0005842513233414343
519,195.6656,-0.005567487,-0.0005405327184466019,-1.0893656843472002,0.000588837794742635
520,204.4653,-0.005390128,-0.0005233133980582525,-1.1020941385584,0.0005767406286290788
521,176.2025,-0.006219425,-0.0006038276699029126,-1.0958782335625,0.0006617216002693642
522,195.767,-0.005582963,-0.0005420352427184465,-1.0929599176209999,0.000592422794229232
523,197.3127,-0.00551393,-0.0005353330097087379,-1.0879684159110001,0.0005824254065576836
524,231.3825,-0.004683116,-0.0004546714563106796,-1.08359108787,0.0004926779379671265
525,211.1421,-0.005142067,-0.0004992298058252427,-1.0857068247207,0.0005420172072884559
526,162.0863,-0.006729505,-0.00065335,-1.0907605662815,0.0007126484159800181
527,208.231,-0.005224298,-0.0005072133980582523,-1.0878607968379999,0.00055177757137856
528,192.8133,-0.005640919,-0.0005476620388349514,-1.0876442074227,0.0005956614441641406
529,200.7822,-0.005426844,-0.0005268780582524271,-1.0896136773768,0.000574093538581575
530,194.608,-0.005606479,-0.000544318349514563,-1.091065665232,0.0005938870621110911
531,188.0481,-0.005810845,-0.000564159708737864,-1.0927183616445,0.000616467672637877
532,312.8906,-0.003526561,-0.0003423845631067961,-1.1034277872266,0.0003777966408494782
533,199.2237,-0.005467049,-0.0005307814563106796,-1.0891657298613,0.000578108972259465
534,191.5498,-0.005659884,-0.0005495033009708737,-1.0841496482232,0.0005957438104450599
535,191.8628,-0.005605872,-0.0005442594174757281,-1.0755582983615999,0.0005853827329274698
536,187.7372,-0.005702214,-0.0005536130097087378,-1.0705176901608,0.0005926525203963666
537,187.3119,-0.005705703,-0.0005539517475728155,-1.0687460697657,0.0005920337530582878
538,188.8646,-0.005655939,-0.0005491202912621359,-1.0682066568594,0.0005865739505427861
539,192.9227,-0.005520302,-0.0005359516504854369,-1.0649915666554,0.0005707839879020328
540,197.0957,-0.005410913,-0.0005253313592233009,-1.0664676853741,0.0005602489187253036
541,199.74,-0.005336874,-0.0005181431067961165,-1.06598721276,0.0005523339262243993
542,190.4004,-0.005619982,-0.0005456293203883495,-1.0700468207928,0.0005838489196128894
543,194.497,-0.005501186,-0.0005340957281553398,-1.069964173442,0.0005714632943146313
544,195.148,-0.005489807,-0.0005329909708737864,-1.071324856436,0.0005710064753530435
545,189.9841,-0.005641678,-0.0005477357281553398,-1.0718291173198,0.0005870791020332558
546,195.8238,-0.005476607,-0.000531709417475728,-1.0724499938466,0.0005702317615000238
547,196.1152,-0.005472511,-0.0005313117475728155,-1.0732425892672,0.0005702263956731295
548,194.0299,-0.005535778,-0.0005374541747572815,-1.0741064517621999,0.000577282996633325
549,193.6575,-0.005544274,-0.0005382790291262136,-1.073690242155,0.0005779449411294827
550,193.7431,-0.00553866,-0.0005377339805825242,-1.073077158246,0.0005770300517758047
551,188.817,-0.005688711,-0.0005523020388349514,-1.074125344887,0.0005932416179453855
552,191.6868,-0.00560132,-0.0005438174757281553,-1.073699106576,0.0005838963378297358
553,193.5719,-0.00555186,-0.0005390155339805824,-1.074684088734,0.0005792714179493926
554,192.2771,-0.005592521,-0.0005429632038834951,-1.0753137195690998,0.0005838557823571166
555,194.1459,-0.005515599,-0.0005354950485436893,-1.0708309318941,0.0005734246618567152
556,193.4972,-0.005546246,-0.0005384704854368933,-1.0731830715112,0.000577877409479292
557,190.7982,-0.005609513,-0.0005446129126213592,-1.0702849832766002,0.000582891022077172
558,188.7479,-0.00567809,-0.0005512708737864078,-1.071727563511,0.0005908121903976868
559,195.2534,-0.005486924,-0.000532711067961165,-1.0713405665416,0.0005707149773524953
560,187.5834,-0.005710255,-0.0005543936893203883,-1.071149047767,0.000593838272403568
561,186.058,-0.005752736,-0.0005585180582524271,-1.0703425546879999,0.000597805645309284
562,190.9504,-0.005599045,-0.0005435966019417476,-1.069139882368,0.0005811808070556446
563,188.7155,-0.005653512,-0.0005488846601941747,-1.066905343836,0.0005856079771107721
564,181.3574,-0.00586865,-0.0005697718446601942,-1.0643231055100002,0.0006064213391408993
565,191.8142,-0.005540633,-0.0005379255339805825,-1.0627720863885999,0.0005716922420702453
566,194.4,-0.005459008,-0.0005300007766990291,-1.0612311552,0.0005624533365132079
567,190.5766,-0.005572039,-0.0005409746601941747,-1.0619002476874,0.0005744611256528012
568,186.8401,-0.005687649,-0.000552198932038835,-1.0626809079249,0.0005868112624541893
569,181.4307,-0.005859243,-0.0005688585436893203,-1.0630465589601,0.0006047231174039857
570,189.7057,-0.0056083,-0.000544495145631068,-1.0639264773100001,0.0005793028022036576
571,190.4517,-0.005587059,-0.0005424329126213592,-1.0640648845503,0.0005771838145447295
572,192.2519,-0.005525006,-0.0005364083495145631,-1.0621929010114,0.0005697691408976107
573,196.4716,-0.005422292,-0.0005264361165048544,-1.0653263849072,0.0005608262848807022
574,190.96,-0.005585542,-0.0005422856310679611,-1.06661510032,0.0005784100427836478
575,196.2442,-0.005432912,-0.0005274671844660194,-1.0661774691104,0.000562373627772769
576,195.269,-0.005463105,-0.0005303985436893204,-1.066775050245,0.0005658159330940496
577,193.0163,-0.005535475,-0.0005374247572815533,-1.0684369032425,0.000574204443395755
578,187.7288,-0.005704945,-0.0005538781553398058,-1.070982478916,0.0005931937998232466
579,194.1685,-0.005528647,-0.0005367618446601942,-1.0734890950195,0.0005762079868652693
580,200.5439,-0.005403782,-0.0005246390291262136,-1.0836955170298002,0.0005685489639229445
581,196.5445,-0.005444746,-0.0005286161165048544,-1.070134880197,0.0005656905445061257
582,195.0968,-0.005487835,-0.0005327995145631068,-1.070659047428,0.0005704466207322367
583,298.0751,-0.003593772,-0.0003489099029126213,-1.0712139482772,0.00037375715469204363
584,190.007,-0.00562954,-0.000546557281553398,-1.06965200678,0.0005846260930338136
585,191.056,-0.005609817,-0.000544642427184466,-1.071789196752,0.0005837418695490984
586,187.9777,-0.005713441,-0.0005547030097087378,-1.0739994982657,0.0005957507541136581
587,198.9512,-0.005400444,-0.0005243149514563107,-1.0744248143328,0.0005633369943703575
588,199.0223,-0.005411368,-0.0005253755339805824,-1.0769829055064,0.000565820469068384
589,211.4245,-0.005111875,-0.0004962985436893204,-1.0807756159375,0.0005363873642447095
590,187.7207,-0.00573362,-0.00055666213592233,-1.076319159934,0.0005991461225029884
591,189.8336,-0.005677787,-0.0005512414563106796,-1.0778347462431999,0.0005941471951813533
592,196.8088,-0.005471146,-0.0005311792233009708,-1.0767696788847998,0.0005719576817040637
593,186.7208,-0.005768363,-0.0005600352427184466,-1.0770733540504,0.0006031990372611872
594,187.6824,-0.005766239,-0.0005598290291262136,-1.0822215744936001,0.0006058590533481944
595,186.8437,-0.00577777,-0.0005609485436893204,-1.079539924549,0.0006055663485302403
596,192.6635,-0.005577349,-0.0005414901941747572,-1.0745515790615,0.0005818591431968035
597,188.6775,-0.005668532,-0.0005503429126213592,-1.0695244464300002,0.0005886051989680332
598,195.2272,-0.005492235,-0.0005332266990291262,-1.072233660792,0.000571743615532034
599,191.6795,-0.005595555,-0.0005432577669902913,-1.0725531846225,0.000582672848056345
600,199.0638,-0.005381631,-0.0005224884466019417,-1.0712879170577998,0.0005597355596469596
601,195.8404,-0.005464166,-0.0005305015533980582,-1.0701044551064,0.0005676920757321279
602,189.9504,-0.005642133,-0.0005477799029126213,-1.0717254202032,0.0005870696466278971
603,187.9019,-0.005727096,-0.0005560287378640776,-1.0761322198824002,0.000598360439996079
604,193.2084,-0.005568701,-0.0005406505825242718,-1.0759198102884,0.0005816966721818275
605,10.18842,-0.1052701,-0.010220398058252428,-1.0725359922420001,0.010961744772515979
606,10.42597,-0.06205648,-0.006024900970873786,-0.6469989987856,0.0038981048959377284
607,8.964835,-0.03339188,-0.003241930097087378,-0.2993526945398,0.0009704805100727821
608,4.895804,-0.3025199,-0.029370864077669902,-1.4810781364996,0.04350054463553838
609,14.57249,-1.046862e-05,-1.0163708737864077e-06,-0.0001525538602638,1.5505130025580793e-10
610,15.12287,-4.096418e-06,-3.9771048543689323e-07,-6.194959687966001e-05,2.4638004247629428e-11
611,1.806485,-5.461891e-06,-5.302806796116505e-07,-9.866824163134999e-06,5.232186222835882e-12
612,3.120018,-8.951432e-06,-8.69071067961165e-07,-2.7928628965775998e-05,2.4271963401978073e-11
613,4.082465,-1.18341e-05,-1.1489417475728156e-06,-4.8312299056500003e-05,5.550801730723561e-11
614,11.55465,-4.855014e-06,-4.7136058252427184e-07,-5.60979875151e-05,2.6442380073556867e-11
615,7.878675,-7.43424e-06,-7.217708737864078e-07,-5.8571960832e-05,4.227553534909589e-11
616,14.654,-4.096418e-06,-3.9771048543689323e-07,-6.0028909372000006e-05,2.387412668658539e-11
617,6.438175,-9.406589e-06,-9.13261067961165e-07,-6.056126613507501e-05,5.530824658759894e-11
618,15.89158,-3.79298e-06,-3.682504854368932e-07,-6.02764451084e-05,2.2196830171578543e-11
619,10.13424,-5.917048e-06,-5.744706796116504e-07,-5.996478452352e-05,3.444801051799271e-11
620,6.750401,-8.799714e-06,-8.543411650485436e-07,-5.9401598185314e-05,5.074923059938662e-11
621,11.07686,-5.310172e-06,-5.155506796116504e-07,-5.882003181991999e-05,3.0324707379538655e-11
622,16.18365,-3.641261e-06,-3.535204854368932e-07,-5.892889358265e-05,2.083257106559745e-11
623,12.38152,-4.703295e-06,-4.566305825242718e-07,-5.82339411084e-05,2.659139845101283e-11
624,7.679297,-7.58596e-06,-7.365009708737864e-07,-5.825483987012e-05,4.2904746122440336e-11
625,7.510221,-7.737679e-06,-7.512309708737863e-07,-5.811167931705899e-05,4.3655293272460354e-11
